,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.0.8,seurat_clusters,pANN_0.25_0.09_205,DF.classifications_0.25_0.09_205,DF.classifications_0.25_0.09_179,pANN_0.25_0.09_149,DF.classifications_0.25_0.09_149,DF.classifications_0.25_0.09_130
Cell_248,Cell,917,596,4,4,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_249,Cell,1818,855,0,0,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_250,Cell,1252,679,2,2,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_251,Cell,3195,1181,0,0,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_252,Cell,3347,1246,5,5,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_253,Cell,1921,847,1,1,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_254,Cell,2914,1156,1,1,0.195121951219512,Singlet,Singlet,0.195121951219512,Singlet,Singlet
Cell_255,Cell,2114,973,0,0,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_256,Cell,4026,1321,5,5,0.271341463414634,Singlet,Singlet,0.271341463414634,Singlet,Singlet
Cell_257,Cell,2925,1168,0,0,0.420731707317073,Doublet,Doublet,0.420731707317073,Doublet,Doublet
Cell_258,Cell,3774,1266,1,1,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_259,Cell,4022,1335,5,5,0.295731707317073,Singlet,Singlet,0.295731707317073,Singlet,Singlet
Cell_260,Cell,1196,680,7,7,0.189024390243902,Singlet,Singlet,0.189024390243902,Singlet,Singlet
Cell_261,Cell,482,337,4,4,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_262,Cell,2595,998,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_263,Cell,876,555,6,6,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_264,Cell,2014,845,3,3,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_265,Cell,1453,731,0,0,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_266,Cell,3518,1276,5,5,0.329268292682927,Singlet,Singlet,0.329268292682927,Singlet,Singlet
Cell_267,Cell,810,489,6,6,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_268,Cell,2167,934,2,2,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_269,Cell,3264,1110,1,1,0.152439024390244,Singlet,Singlet,0.152439024390244,Singlet,Singlet
Cell_270,Cell,535,347,6,6,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_271,Cell,2369,985,3,3,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_272,Cell,2667,1039,3,3,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_273,Cell,3348,1153,1,1,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_274,Cell,1056,568,7,7,0.0457317073170732,Singlet,Singlet,0.0457317073170732,Singlet,Singlet
Cell_275,Cell,1085,639,7,7,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_276,Cell,2232,984,1,1,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_277,Cell,3010,1118,0,0,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_278,Cell,1534,726,2,2,0.0914634146341463,Singlet,Singlet,0.0914634146341463,Singlet,Singlet
Cell_279,Cell,337,259,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_280,Cell,2136,928,0,0,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_281,Cell,1003,542,7,7,0.0365853658536585,Singlet,Singlet,0.0365853658536585,Singlet,Singlet
Cell_282,Cell,2428,1060,1,1,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_283,Cell,1282,679,7,7,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_284,Cell,1954,891,7,7,0.201219512195122,Singlet,Singlet,0.201219512195122,Singlet,Singlet
Cell_285,Cell,835,510,6,6,0.0609756097560976,Singlet,Singlet,0.0609756097560976,Singlet,Singlet
Cell_286,Cell,1692,806,3,3,0.0914634146341463,Singlet,Singlet,0.0914634146341463,Singlet,Singlet
Cell_287,Cell,431,318,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_288,Cell,1276,647,0,0,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_289,Cell,1828,880,3,3,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_290,Cell,1422,690,2,2,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_291,Cell,1130,608,9,9,0.170731707317073,Singlet,Singlet,0.170731707317073,Singlet,Singlet
Cell_292,Cell,4809,1417,5,5,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_293,Cell,2834,1085,1,1,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_294,Cell,1778,864,3,3,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_295,Cell,2970,1129,1,1,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_296,Cell,3510,1238,1,1,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
Cell_297,Cell,1300,692,3,3,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_298,Cell,2416,1013,1,1,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_299,Cell,2666,1015,2,2,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_300,Cell,2070,896,0,0,0.182926829268293,Singlet,Singlet,0.182926829268293,Singlet,Singlet
Cell_301,Cell,3314,1202,1,1,0.195121951219512,Singlet,Singlet,0.195121951219512,Singlet,Singlet
Cell_302,Cell,2486,1012,3,3,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_303,Cell,1456,692,2,2,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_304,Cell,3393,1208,3,3,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_305,Cell,2585,1017,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_306,Cell,1789,881,3,3,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_307,Cell,2089,894,1,1,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_308,Cell,313,241,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_309,Cell,1579,784,1,1,0.0914634146341463,Singlet,Singlet,0.0914634146341463,Singlet,Singlet
Cell_310,Cell,1371,682,2,2,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_311,Cell,654,427,6,6,0.0609756097560976,Singlet,Singlet,0.0609756097560976,Singlet,Singlet
Cell_312,Cell,1997,894,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_313,Cell,1624,781,0,0,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_314,Cell,565,375,4,4,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_315,Cell,1364,764,6,6,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_316,Cell,6101,1644,5,5,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_317,Cell,1938,861,1,1,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_318,Cell,2042,902,1,1,0.0914634146341463,Singlet,Singlet,0.0914634146341463,Singlet,Singlet
Cell_319,Cell,347,259,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_320,Cell,1522,735,1,1,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_321,Cell,410,222,4,4,0.00304878048780488,Singlet,Singlet,0.00304878048780488,Singlet,Singlet
Cell_322,Cell,2544,1043,1,1,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_323,Cell,1443,743,3,3,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_324,Cell,1732,790,0,0,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_325,Cell,850,506,6,6,0.0365853658536585,Singlet,Singlet,0.0365853658536585,Singlet,Singlet
Cell_326,Cell,2598,1030,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_327,Cell,855,531,4,4,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_328,Cell,1020,553,6,6,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_329,Cell,2112,891,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_330,Cell,1896,895,3,3,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_331,Cell,458,309,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_332,Cell,566,398,4,4,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_333,Cell,387,244,4,4,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_334,Cell,1469,675,7,7,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_335,Cell,2098,911,1,1,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_336,Cell,1314,682,3,3,0.0579268292682927,Singlet,Singlet,0.0579268292682927,Singlet,Singlet
Cell_337,Cell,3739,1145,1,1,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_338,Cell,1948,799,0,0,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_339,Cell,648,419,6,6,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_340,Cell,2702,1045,0,0,0.277439024390244,Singlet,Singlet,0.277439024390244,Singlet,Singlet
Cell_341,Cell,2810,1071,1,1,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_342,Cell,1466,731,7,7,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_343,Cell,2349,875,2,2,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_344,Cell,2392,991,1,1,0.201219512195122,Singlet,Singlet,0.201219512195122,Singlet,Singlet
Cell_345,Cell,2764,1059,0,0,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_346,Cell,972,487,2,2,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_347,Cell,1904,838,0,0,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_348,Cell,1325,620,2,2,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_349,Cell,1795,737,0,0,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_350,Cell,1087,595,6,6,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_351,Cell,1108,667,7,7,0.152439024390244,Singlet,Singlet,0.152439024390244,Singlet,Singlet
Cell_352,Cell,994,512,7,7,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_353,Cell,2526,981,3,3,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_354,Cell,296,221,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_355,Cell,2215,897,1,1,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_356,Cell,1239,612,6,6,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_357,Cell,2044,853,0,0,0.152439024390244,Singlet,Singlet,0.152439024390244,Singlet,Singlet
Cell_358,Cell,2758,1047,1,1,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_359,Cell,2437,1019,3,3,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_360,Cell,1389,667,0,0,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_361,Cell,2964,1133,0,0,0.38719512195122,Doublet,Doublet,0.38719512195122,Doublet,Doublet
Cell_362,Cell,1406,737,7,7,0.185975609756098,Singlet,Singlet,0.185975609756098,Singlet,Singlet
Cell_363,Cell,3258,1206,1,1,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_364,Cell,414,284,6,6,0.00609756097560976,Singlet,Singlet,0.00609756097560976,Singlet,Singlet
Cell_365,Cell,1793,843,0,0,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_366,Cell,1371,754,7,7,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_367,Cell,348,255,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_368,Cell,941,572,7,7,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_369,Cell,2701,1088,3,3,0.314024390243902,Singlet,Singlet,0.314024390243902,Singlet,Singlet
Cell_370,Cell,4878,1397,1,1,0.277439024390244,Singlet,Singlet,0.277439024390244,Singlet,Singlet
Cell_371,Cell,3439,1170,0,0,0.365853658536585,Doublet,Doublet,0.365853658536585,Doublet,Doublet
Cell_372,Cell,445,311,4,4,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_373,Cell,1155,632,2,2,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_374,Cell,4739,1447,0,0,0.503048780487805,Doublet,Doublet,0.503048780487805,Doublet,Doublet
Cell_375,Cell,429,312,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_376,Cell,710,462,4,4,0.0579268292682927,Singlet,Singlet,0.0579268292682927,Singlet,Singlet
Cell_377,Cell,934,575,3,3,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_378,Cell,2132,945,3,3,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_379,Cell,1695,765,0,0,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_380,Cell,2121,919,0,0,0.182926829268293,Singlet,Singlet,0.182926829268293,Singlet,Singlet
Cell_381,Cell,1060,585,6,6,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_382,Cell,1027,623,3,3,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_383,Cell,8003,1736,5,5,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_384,Cell,396,293,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_385,Cell,1522,778,0,0,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_386,Cell,2477,1036,1,1,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_387,Cell,1019,559,7,7,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_388,Cell,1275,646,0,0,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_389,Cell,489,315,6,6,0.00914634146341463,Singlet,Singlet,0.00914634146341463,Singlet,Singlet
Cell_390,Cell,1764,944,7,7,0.286585365853659,Singlet,Singlet,0.286585365853659,Singlet,Singlet
Cell_391,Cell,4089,1347,5,5,0.320121951219512,Singlet,Singlet,0.320121951219512,Singlet,Singlet
Cell_392,Cell,3139,1174,0,0,0.365853658536585,Doublet,Doublet,0.365853658536585,Doublet,Doublet
Cell_393,Cell,2896,1101,1,1,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_394,Cell,884,478,7,7,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_395,Cell,4022,1245,1,1,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_396,Cell,383,272,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_397,Cell,765,467,4,4,0.0457317073170732,Singlet,Singlet,0.0457317073170732,Singlet,Singlet
Cell_398,Cell,1136,607,7,7,0.0701219512195122,Singlet,Singlet,0.0701219512195122,Singlet,Singlet
Cell_399,Cell,4298,1372,5,5,0.353658536585366,Doublet,Doublet,0.353658536585366,Singlet,Singlet
Cell_400,Cell,1419,734,0,0,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_401,Cell,438,262,9,9,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_402,Cell,1563,698,2,2,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_403,Cell,491,359,6,6,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_404,Cell,919,566,6,6,0.155487804878049,Singlet,Singlet,0.155487804878049,Singlet,Singlet
Cell_405,Cell,704,459,6,6,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_406,Cell,4419,1328,1,1,0.246951219512195,Singlet,Singlet,0.246951219512195,Singlet,Singlet
Cell_407,Cell,659,416,6,6,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_408,Cell,1956,868,0,0,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_409,Cell,818,480,6,6,0.0457317073170732,Singlet,Singlet,0.0457317073170732,Singlet,Singlet
Cell_410,Cell,1121,593,7,7,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_411,Cell,3563,1182,1,1,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_412,Cell,1396,704,7,7,0.0701219512195122,Singlet,Singlet,0.0701219512195122,Singlet,Singlet
Cell_413,Cell,1387,707,3,3,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_414,Cell,2494,972,0,0,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_415,Cell,1199,675,6,6,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_416,Cell,1325,650,2,2,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_417,Cell,347,234,9,9,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_418,Cell,830,468,6,6,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_419,Cell,1726,817,0,0,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_420,Cell,2597,1057,1,1,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_421,Cell,2952,1062,3,3,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_422,Cell,1443,706,7,7,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_423,Cell,302,225,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_424,Cell,2387,998,3,3,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_425,Cell,1157,616,3,3,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_426,Cell,1098,579,7,7,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_427,Cell,1038,567,7,7,0.0762195121951219,Singlet,Singlet,0.0762195121951219,Singlet,Singlet
Cell_428,Cell,1937,837,0,0,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_429,Cell,383,273,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_430,Cell,622,423,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_431,Cell,2350,1025,3,3,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_432,Cell,1171,585,7,7,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_433,Cell,3206,1132,1,1,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_434,Cell,1183,624,7,7,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_435,Cell,1538,727,0,0,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_436,Cell,1779,765,7,7,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_437,Cell,315,232,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_438,Cell,422,310,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_439,Cell,1337,683,2,2,0.121951219512195,Singlet,Singlet,0.121951219512195,Singlet,Singlet
Cell_440,Cell,1420,727,3,3,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_441,Cell,1264,662,3,3,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_442,Cell,909,503,4,4,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_443,Cell,2547,979,3,3,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_444,Cell,1753,839,2,2,0.289634146341463,Singlet,Singlet,0.289634146341463,Singlet,Singlet
Cell_445,Cell,3442,1200,1,1,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_446,Cell,1828,830,7,7,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_447,Cell,1885,910,7,7,0.335365853658537,Singlet,Singlet,0.335365853658537,Singlet,Singlet
Cell_448,Cell,1089,595,6,6,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_449,Cell,4208,1364,5,5,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_450,Cell,371,255,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_451,Cell,2112,937,2,2,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_452,Cell,473,326,8,8,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_453,Cell,3355,1200,0,0,0.375,Doublet,Doublet,0.375,Doublet,Doublet
Cell_454,Cell,2398,1017,0,0,0.347560975609756,Doublet,Singlet,0.347560975609756,Singlet,Singlet
Cell_455,Cell,6199,1600,5,5,0.365853658536585,Doublet,Doublet,0.365853658536585,Doublet,Doublet
Cell_456,Cell,2635,1031,1,1,0.152439024390244,Singlet,Singlet,0.152439024390244,Singlet,Singlet
Cell_457,Cell,1180,605,2,2,0.0914634146341463,Singlet,Singlet,0.0914634146341463,Singlet,Singlet
Cell_458,Cell,1407,659,2,2,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_459,Cell,1890,868,0,0,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_460,Cell,4190,1337,5,5,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_461,Cell,1517,739,2,2,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_462,Cell,441,313,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_463,Cell,1458,758,2,2,0.195121951219512,Singlet,Singlet,0.195121951219512,Singlet,Singlet
Cell_464,Cell,1415,755,7,7,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_465,Cell,1324,616,2,2,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_466,Cell,617,401,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_467,Cell,2655,1071,3,3,0.265243902439024,Singlet,Singlet,0.265243902439024,Singlet,Singlet
Cell_468,Cell,2384,976,2,2,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_469,Cell,1175,691,7,7,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_470,Cell,2379,977,0,0,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_471,Cell,3347,1248,2,2,0.38719512195122,Doublet,Doublet,0.38719512195122,Doublet,Doublet
Cell_472,Cell,1205,663,0,0,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
